n,angle,len1,len2
2,0.0,24.331050121192877,24.331050121192877
3,1.0353531865449448,24.331050121192877,27.294688127912362
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,0.0,24.331050121192877,24.331050121192877
3,1.0353531865449448,24.331050121192877,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.3322198538696388,24.331050121192877,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.3322198538696388,24.331050121192877,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.3322198538696388,24.331050121192877,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.3322198538696388,24.331050121192877,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.3322198538696388,24.331050121192877,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.0353531865449448,24.331050121192877,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.0353531865449448,24.331050121192877,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,0.40348473505875015,23.345235059857504,24.331050121192877
3,1.0353531865449448,24.331050121192877,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.53720459187964
2,5.1397573789906055,23.53720459187964,24.186773244895647
3,1.3019526725788753,24.186773244895647,27.294688127912362
0,8.014236426127502,25.019992006393608,11.180339887498949
1,0.0,11.180339887498949,11.180339887498949
2,1.2145695479437102,11.180339887498949,25.317977802344327
3,0.663307899341649,25.317977802344327,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,11.180339887498949
2,0.8425242607404146,11.180339887498949,36.49657518178932
3,1.0353531865449448,36.49657518178932,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,11.180339887498949
2,0.8425242607404146,11.180339887498949,36.49657518178932
3,1.0353531865449448,36.49657518178932,27.294688127912362
0,0.5710353731147716,13.038404810405298,23.08679276123039
1,0.2246881796245023,23.08679276123039,11.045361017187261
2,3.895848013087516,11.045361017187261,25.317977802344327
3,0.663307899341649,25.317977802344327,27.294688127912362
0,nan,14.142135623730951,12.0
1,nan,12.0,11.180339887498949
2,2.3976837658075754,11.180339887498949,36.345563690772494
3,0.5198063185222161,36.345563690772494,27.294688127912362
0,nan,14.035668847618199,11.0
1,nan,11.0,12.165525060596439
2,1.5551595050671607,12.165525060596439,36.345563690772494
3,0.5198063185222161,36.345563690772494,27.294688127912362
0,nan,14.035668847618199,11.0
1,nan,11.0,12.165525060596439
2,1.5551595050671607,12.165525060596439,36.345563690772494
3,0.5198063185222161,36.345563690772494,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,2.74079059418257,23.345235059857504,24.186773244895647
3,1.3019526725788753,24.186773244895647,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,2.74079059418257,23.345235059857504,24.186773244895647
3,1.005086005254181,24.186773244895647,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,2.74079059418257,23.345235059857504,24.186773244895647
3,1.005086005254181,24.186773244895647,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,2.74079059418257,23.345235059857504,24.186773244895647
3,1.005086005254181,24.186773244895647,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,2.74079059418257,23.345235059857504,24.186773244895647
3,1.005086005254181,24.186773244895647,28.284271247461902
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.5841956088497329,25.179356624028344,27.294688127912362
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.0,12.0
1,nan,12.0,23.53720459187964
2,5.422000315261463,23.53720459187964,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,11.0
1,nan,11.0,24.331050121192877
2,2.6195487953946777,24.331050121192877,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
2,3.0230335304534273,23.345235059857504,25.179356624028344
3,1.9033888499242688,25.179356624028344,26.30589287593181
0,nan,13.038404810405298,12.0
1,nan,12.0,23.345235059857504
